"text","text_en","cmp_code","eu_code"
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δημιουργία ενός συνεκτικού, απλού και σύγχρονου πλαισίου για την αστική αναζωογόνηση και την ανάπλαση των πόλεων, των οικισμών και των τμημάτων αυτών. Μέσω του πλαισίου αυτού ο φορέας ανάπλασης θα δύναται να εκπονήσει και να υλοποιήσει προγράμματα κλιματικής ουδετερότητας, έξυπνης πόλης, διαχείρισης αρχιτεκτονικής κληρονομιάς κ.ά. - •	Δίνουμε τη δυνατότητα παρέμβασης για την αποκατάσταση και επανάχρηση των εγκαταλελειμμένων κτισμάτων ή τμημάτων κτισμάτων που εντοπίζονται σε φορέα διαχείρισης -υπό ειδικώς οριζόμενες προϋποθέσεις- σεβόμενοι το δικαίωμα της ιδιοκτησίας, αλλά και σε ορισμένες περιπτώσεις, την αδυναμία ή την απουσία ενδιαφέροντος αποκατάστασης από πλευράς των ιδιοκτητών. Στόχος είναι να αποφευχθεί ή να αρθεί ο κίνδυνος για τη δημόσια υγεία και την ασφάλεια που προκαλείται από τα εγκαταλελειμμένα κτίσματα, η αναβάθμιση των περιοχών με πλήθος τέτοιων κτιρίων, η αξιοποίηση των ήδη υφιστάμενων κτισμάτων, η προστασία της πολιτιστικής κληρονομιάς.•	Βελτιώνουμε τις ρυθμίσεις για της ρυμοτομικές απαλλοτριώσεις για τη διασφάλιση των κοινοχρήστων χώρων.•	Δημιουργούμε πλαίσιο για την αδειοδότηση και λειτουργία πιλοτικών εγκαταστάσεων πλωτών φωτοβολταϊκών συστημάτων παραγωγής ηλεκτρικής ενέργειας σε θαλάσσιο χώρο, δεδομένου ότι η υπερκαινοτόμος τεχνολογία των πλωτών φωτοβολταϊκών συνιστά μια εξαιρετικά φιλική για το περιβάλλον και διεθνώς ανερχόμενη μέθοδο παραγωγής ενέργειας, που μπορεί να λειτουργήσει ταυτόχρονα και ως μοχλός ανάπτυξης για την ελληνική οικονομία.•	Επιλύουμε επιμέρους πολεοδομικά ζητήματα με στόχο την επίσπευση των διαδικασιών, την αποφυγή ταλαιπωρίας των πολιτών και την ανάπτυξη",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Δημιουργία νέων βάσεων για πρωτογενή διάσωση και αεροδιακομιδές, ανακαίνιση και εκσυγχρονισμός νοσοκομείων και κέντρων υγείας. - •	Δημιουργία έξι νέων βάσεων για πρωτογενή διάσωση και αεροδιακομιδές για την αμεσότερη εξυπηρέτηση των πολιτών •	Ανακαίνιση και εκσυγχρονισμός 80 νοσοκομείων και 156 κέντρων υγείας, δημιουργία 315 μονάδων τηλεϊατρικής",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ολοκλήρωση του Φράχτη του Έβρου. Αύξηση των επαναπατριζόμενων και υλοποίηση πολιτικής για την προσέλκυση ατόμων ειδικών δεξιοτήτων σε κρίσιμους τομείς της εθνικής οικονομίας όπως η πρωτογενής παραγωγή, οι κατασκευές, ο τουρισμός, η τεχνολογία. - •	Ολοκλήρωση μέχρι το τέλος του 2025 της επέκτασης του Φράχτη του Έβρου.•	Αύξηση σε σχέση με το 2022, κατά 15% ανά έτος, μέχρι το 2027 του αριθμού των επαναπατριζόμενων.•	Έμφαση στην εποχική εργασία και υλοποίηση διεθνών διμερών συμφωνιών για την προσέλκυση ατόμων ειδικών δεξιοτήτων σε κρίσιμους τομείς της εθνικής οικονομίας όπως η πρωτογενής παραγωγή, οι κατασκευές, ο τουρισμός, η τεχνολογία.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Το 80% ηλεκτροπαραγωγής θα προέρχεται από ΑΠΕ στα επόμενα χρόνια, ενώ το 1/5 των ΙΧ θα είναι μηδενικών ή χαμηλών ρύπων. Παράλληλα, είναι απαραίτητο να γίνει προώθηση στον τομέα της έρευνας κοιτασμάτων Φυσικού αερίου αλλά και ένταξη στις διεθνείς συνδέσεις μεταφοράς φυσικού αερίου, - • Μέσα σε 6 χρόνια το 80% της ηλεκτροπαραγωγής προέρχεται από ανανεώσιμες πηγές ενέργειας.• Το 20% των ΙΧ οχημάτων είναι μηδενικών ή χαμηλών ρύπων έως το 2027.• Προώθηση έρευνας κοιτασμάτων Φυσικού αερίου. Κατασκευή νέων σταθμών εισαγωγής LNG, αναβάθμιση Συστήματος Μεταφοράς φυσικού αερίου, διεθνείς διασυνδέσεις φυσικού αερίου.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Συνέχιση του εξοπλιστικού προγράμματος, αξιοποίηση θεσμού στρατιωτικής θητείας και προετοιμασία για την αντιμετώπιση νέων απειλών και υβριδικών μορφών πολέμου. - •	Συνέχιση του εξοπλιστικού προγράμματος και εξασφάλιση επάρκειας. Ενίσχυση Εθνικής Αμυντικής Βιομηχανίας με πενταετές σχέδιο για την περαιτέρω αναβάθμισή της.•	Αξιοποίηση στρατιωτικής θητείας για απόκτηση νέων δεξιοτήτων των οπλιτών που θα αξιοποιήσουν στη ζωή τους ως πολίτες.•	Έμφαση στην προετοιμασία και στην αντιμετώπιση νέων απειλών και υβριδικών μεθόδων πολέμου.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Εκκίνηση της διαδικασίας για μια γενναία Συνταγματική Αναθεώρηση και ενίσχυση της Λογοδοσίας και διασφάλιση της Διαφάνειας στο Δημόσιο στο πλαίσιο μίας πολυεπίπεδης διακυβέρνησης. - • Εκκίνηση της διαδικασίας για μια γενναία Συνταγματική Αναθεώρηση που θα απελευθερώσει κοινωνικές δυνάμεις και θα εκσυγχρονίσει αναχρονιστικές διατάξεις (πχ άρθρο 16 για λειτουργία μη κρατικών ΑΕΙ).• Ενίσχυση της Λογοδοσίας και διασφάλιση της Διαφάνειας στο Δημόσιο.•	Ανακατανομή αρμοδιοτήτων μεταξύ κεντρικού κράτους, αποκεντρωμένης διοίκησης, Περιφέρειας και Δήμου, λειτουργία πολυεπίπεδης διακυβέρνησης.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ψηφιακή μετάβαση μέσα από την πλήρη ψηφιοποίηση των κεντρικών αρχείων του Κράτους, την αναβάθμιση των υπηρεσιών του gov.gr και την κάλυψη με 5G σχεδόν όλης της χώρας έως το 2027. - •	Πλήρης ψηφιοποίηση των κεντρικών αρχείων του Κράτους (υποθηκοφυλακείων, δικαιοσύνης, Πολεοδομιών, νοσοκομείων κ.ά) ώστε όλα τα δεδομένα να είναι άμεσα διαθέσιμα στον ενδιαφερόμενο πολίτη ή στη δημόσια υπηρεσία.•	Ένταξη του 90% των υπηρεσιών του Μίτος στο Gov.gr και απλούστευση σημαντικών διαδικασιών έως το 2027•	Το 94% της χώρας καλύπτεται με 5G έως το 2027.•	Επέκταση και αναβάθμιση των υπηρεσιών του gov.gr προς όφελος του πολίτη.•	Όλες οι πληροφορίες και τα δεδομένα διακινούνται έως το 2025 μόνο ηλεκτρονικά μεταξύ του Δημοσίου.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Η ασφαλής οδική σύνδεση Αγρινίου με την Ιόνια οδό. Δημιουργία μουσείου για την ανάδειξη του Πολιτιστικού αποτυπώματος στο Αγρίνιο Οικιστική ανάπλαση της Πόλης Μεσολογγίου, μέσω των προγραμμάτων «Τρίτσης» και «Φιλόδημος». - ",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Μελλοντικός στόχος η θεσμοθέτηση του γάμου για ομόφυλα ζευγάρια. - ,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση μισθών των δημοσίων υπαλλήλων και αναμόρφωση του μισθολογίου τους από 1/1/2024. - ,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενίσχυση ολοήμερων προγραμμάτων. - Ελεύθερη επιλογή από γονέα της σχολικής μονάδας φοίτησης των μαθητών. Διεύρυνση της εφαρμογής του ολοήμερου σχολείου ως τις 17.30 και επέκταση εφαρμογής του διευρυμένου και ενισχυμένου ολοήμερου προγράμματος σε νηπιαγωγεία και δημοτικά σχολεία σε όλη την χώρα.,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αύξηση αφορολόγητου. - Αύξηση αφορολόγητου 1.000 ευρώ για οικογένειες με παιδιά.,NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Διατήρηση της Ελάχιστης Βάσης Εισαγωγής. Τα ίδια τα πανεπιστήμια επιλέγουν τη βαρύτητα που θα μετράει το κάθε μάθημα όπως και τις ελάχιστες βάσεις. - Διατήρηση για τουλάχιστον δύο χρόνια του συστήματος των πανελλαδικών εξετάσεων το οποίο αν μη τι άλλο διασφαλίζει το διαβλητό των εξετάσεων και την αξιοκρατική επιβράβευση των μαθητών.&nbsp;Επανεξέταση του συστήματος εισαγωγής αφού πρώτα διορθωθούν άλλες πτυχές του συστήματος που αφορούν τα σχολεία την επαγγελματική εκπαίδευση και τα πανεπιστήμια. Καθορισμός ελάχιστης βάσης για την εισαγωγή στα ανώτατα ιδρύματα.Τα ανώτατα ιδρύματα καθορίζουν τον ετήσιο αριθμό των εισακτέων και μπορούν να ορίσουν βάσεις εισαγωγής υψηλότερης της ελάχιστης βάσης.,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ενεργός συμμετοχή και συμβολή στο σχεδιασμό των νέων κοινών ευρωπαϊκών πολιτικών ιδίως στα θέματα εθνικού ενδιαφέροντος, στην ευρωπαϊκή αντιμετώπιση κρίσεων και νέων προκλήσεων ασφάλειας που απαιτούν τη συνεργασία των κρατών. - ",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Η Ελλάδα χρειάζεται να διαδραματίζει κεντρικό ρόλο στην Ευρωπαϊκή Ένωση και να συμμετέχει ενεργά στη διαμόρφωση των αποφάσεων που αφορούν την ειρήνη και την ασφάλεια στην Ευρώπη και στον υπόλοιπο κόσμο. - ,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επιτάχυνση χρόνου απονομής δικαιοσύνης στον ευρωπαϊκό μέσο όρο (λιγότερες από 500 μέρες), ψηφιοποίηση της Δικαιοσύνης, ενίσχυση του ανθρωπίνου δυναμικού και αναβάθμιση των κτιριακών υποδομών της. - ",NA,NA,NA
ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Αναθεώρηση και εξορθολογισμός του Συστήματος της Λιμενικής Διακυβέρνησης. Ενίσχυση νησιωτικότητας με στοχευμένες πολιτικές. - ,NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επέκταση του μειωμένου ΦΠΑ στις μεταφορές επιβατών, τον καφέ και μη αλκοολούχα ποτά, τον κινηματογράφο, τα γυμναστήρια, τις σχολές χορού και το τουριστικό πακέτο ως το τέλος του 2023. Νέα διαδικασία για την επιστροφή ΦΠΑ. - Αναπροσαρμογή και εξορθολογισμός συστήματος τεκμηρίων (μείωση τεκμηρίων διαβίωσης κατά περίπου 30% μεσοσταθμικά) από 1/1/2025, κατόπιν υποχρεωτικής ψηφιακής εφαρμογής και ενίσχυσης των ηλεκτρονικών συναλλαγών.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Επέκταση του μειωμένου ΦΠΑ και νέα διαδικασία για την άμεση επιστροφή του. - •	Επέκταση του μειωμένου ΦΠΑ στις μεταφορές επιβατών, τον καφέ και μη αλκοολούχα ποτά, τον κινηματογράφο, τα γυμναστήρια, τις σχολές χορού και το τουριστικό πακέτο ως το τέλος του 2023.•	Νέα διαδικασία για την άμεση επιστροφή ΦΠΑ με τη δημιουργία νέου πληροφοριακού συστήματος ώστε να ενισχυθεί η ρευστότητα στην αγορά.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ανέγερση φοιτητικών εστιών για τη στέγαση 8.500 φοιτητών μέσω ΣΔΙΤ. - Στηρίζεται η δημιουργία νέων, σύγχρονων φοιτητικών εστιών μέσα από συμπράξεις δημοσίου και ιδιωτικού τομέα για έργα πάνω από 641 εκ. € για εστίες με συνολική δυναμικότητα σχεδόν 8750 άτομα, ενώ με 52 εκ. ευρώ προχωρά ή ανάπτυξη, βελτίωση, αναβάθμιση και εκσυγχρονισμός των φοιτητικών εστιών και των υποδομών σίτισης των ΑΕΙ.",NA,NA,NA
"ΠΟΛΙΤΙΚΗ ΔΕΣΜΕΥΣΗ (2023): Ακαδημαϊκά ιδρύματα πραγματικά αυτόνομα, αυτοδιοικούμενα, αξιολογούμενα, ανταγωνιστικά σύγχρονα, εξωστρεφή, σε κοινό βηματισμό με την αγορά εργασίας. - Αξιολόγηση σε όλα τα επίπεδα.
Ενίσχυση της ερευνητικής δραστηριότητας των ιδρυμάτων.
Προσέλκυση Νέων πόρων για τα ιδρύματα επιπλέον της κρατικής χρηματοδότησης μεγαλύτερη διασύνδεση με την αγορά εργασίας",NA,NA,NA
